id_pengajuan,nik,nomor_nib,kota,kbli_kode,kbli_deskripsi,skala_usaha,jenis_kur,lama_usaha_bulan,modal_usaha,plafon_diajukan,tenor_bulan,jumlah_tanggungan,ada_npwp,ada_bpjs_tk,total_pendapatan_bulanan,hpp_bulanan,laba_kotor_bulanan,biaya_operasional_bulanan,rata_laba_bersih_bulanan,rata_saldo_harian,total_kredit_3bln,total_debit_3bln,kolektibilitas_slik,total_kredit_aktif_slik,jumlah_fasilitas_slik,status_blacklist,kredit_lunas_sebelumnya,ada_agunan,jenis_agunan,nilai_agunan,rasio_agunan_terhadap_plafon,dti_ratio,label_kelayakan
bf23e535-bba5-40de-81ef-fc005890a342,7378598202687583,9812340961180,Malang,49431,Angkutan barang,kecil,kecil,79,1482270314,307539828,24,0,Ya,Ya,755204588,372679818,382524770,78823816,53463822,118103471,1924929252,1810632909,1,15800878,3,Tidak,0,Ya,BPKB,366052021,1.19,0.2517,Disetujui langsung
eebc71b1-1173-4c8d-8e7d-248f1519eb0f,8265205497095162,2258939931879,Bogor,49431,Angkutan barang,menengah,khusus,105,6412603613,1511373471,48,4,Ya,Ya,2096091234,1030969826,1065121408,281688669,97142223,218418256,6275609165,5642761551,1,26383131,3,Tidak,0,Ya,SHM,3635436733,2.41,0.3403,Disetujui dengan syarat tambahan
31353f52-c25b-4f6a-9a2c-c75ba784febd,7761885930637160,2293114521886,Surabaya,01111,Pertanian padi,kecil,kecil,26,1681064068,114733809,60,2,Tidak,Tidak,346754245,232673458,114080787,46721944,7302772,24698077,1002050841,889375008,1,35871371,1,Tidak,2,Ya,BPKB,219121333,1.91,0.2749,Disetujui dengan syarat tambahan
c90ddb12-6846-4458-92b9-c0d3a1bfacdd,5845285184056320,5034658074789,Makassar,47711,Perdagangan eceran pakaian,kecil,kecil,47,1002635829,374128486,48,3,Ya,Tidak,357500504,211424167,146076337,78585932,39244246,121779874,1140642822,792172932,1,16538696,2,Tidak,3,Ya,SHM,447316045,1.2,0.2085,Disetujui langsung
ed9600a6-7487-4887-96e4-0fa44920e64a,5321247856573502,6593088802351,Surabaya,49431,Angkutan barang,kecil,kecil,57,1805193714,106533678,60,0,Ya,Ya,1003976385,659978843,343997542,147708893,6790490,22415706,2453166447,1550114620,1,0,0,Tidak,2,Ya,BPKB,238577000,2.24,0.2746,Disetujui dengan syarat tambahan
375f9c24-5698-4de6-84a5-07ff46ebd019,6386273131799515,5402405894491,Malang,14111,Industri pakaian jadi,mikro,mikro,23,225154833,41086317,12,0,Tidak,Tidak,132068124,73722034,58346090,22342548,4484195,2347565,346205008,319657697,3,67211408,1,Tidak,0,Tidak,Tidak ada,0,0.0,0.8017,Perlu perbaikan profil
19a8cc9d-e12b-44fa-8563-77240569442e,0968439642156026,2601159049508,Bogor,47711,Perdagangan eceran pakaian,kecil,kecil,45,1569812181,250588766,60,4,Ya,Ya,170489207,57639256,112849951,60423607,14659429,27984163,464143616,264813010,2,10929929,4,Tidak,1,Ya,SHM,613074107,2.45,0.2991,Disetujui dengan syarat tambahan
39f6f306-a01a-4491-9ab0-1f29df002bd9,6624637144668502,8441177186805,Bandung,43211,Instalasi listrik,kecil,kecil,106,2444366076,441698098,60,1,Ya,Ya,855217426,537069595,318147831,148498124,41396017,180797049,2113785517,1977539270,1,0,0,Tidak,3,Ya,SHGB,613906607,1.39,0.1867,Disetujui langsung
d9111940-6b27-477a-9b24-30b144b6d6f3,3943378283968372,6433156286863,Yogyakarta,14111,Industri pakaian jadi,mikro,super_mikro,11,193813187,42801301,24,4,Tidak,Tidak,77393876,32645629,44748247,14459399,2316955,3012622,197897539,175275134,3,89095125,4,Tidak,0,Tidak,Tidak ada,0,0.0,0.8082,Perlu perbaikan profil
c229ab17-7c47-4f11-a2ef-fed4ca311bdb,4812560921282704,5045228034671,Malang,96011,Laundri dan binatu,kecil,kecil,166,1162947913,187616338,48,0,Ya,Ya,335945158,211773744,124171414,25545275,27128358,47075800,854677635,711109134,1,5401189,2,Tidak,3,Ya,SHM,295436798,1.57,0.1513,Disetujui langsung
78800a80-4c5b-4cb6-ab74-aaf38edd9939,2150452125425830,7863788921602,Denpasar,96011,Laundri dan binatu,mikro,mikro,10,56327171,24787972,36,4,Tidak,Tidak,13609076,8501403,5107673,1372575,1512888,2110465,39639327,25728491,3,137950496,4,Tidak,0,Tidak,Tidak ada,0,0.0,0.4779,Perlu perbaikan profil
c3b3496f-84e0-497b-b38c-426329f93af5,1224112219985246,6029473776413,Tangerang,47711,Perdagangan eceran pakaian,mikro,super_mikro,35,26713015,19116924,36,5,Tidak,Tidak,1360275,662170,698105,358093,703017,1012643,3557289,2417818,5,459146921,2,Ya,0,Tidak,Tidak ada,0,0.0,0.7931,Ditolak otomatis
920e94f2-a6db-4e68-8d47-a71a8816a085,3209139672454904,6837422375994,Tangerang,10311,Industri pengolahan ikan,kecil,kecil,62,2195087863,156565659,36,5,Ya,Tidak,1186379561,565524708,620854853,152854509,9731199,23102226,4238305031,3156222980,2,134683397,2,Tidak,1,Ya,SHGB,298396941,1.91,0.4693,Perlu tinjauan komite
72d9c683-cbb3-4d46-a461-58398bd30507,1381415139042999,1971219591396,Semarang,96011,Laundri dan binatu,mikro,super_mikro,5,279816948,1679905,36,1,Tidak,Tidak,118840968,48957316,69883652,16490223,100000,100000,343484656,210006958,5,445161588,1,Tidak,0,Tidak,Tidak ada,0,0.0,0.49,Ditolak otomatis
a2e94603-7e78-4b3e-ad35-9f3ff87d786d,1052955506493820,3421278036139,Tangerang,96011,Laundri dan binatu,kecil,kecil,5,1902520877,185829512,48,2,Tidak,Tidak,711758018,379892017,331866001,69078603,5387190,12987421,1509155637,1011089864,3,49687189,3,Tidak,0,Ya,SHM,332527179,1.79,0.7546,Perlu perbaikan profil
95113987-05c9-4a9e-a271-609360046fc0,2473514764063006,4376803577804,Surabaya,62011,Aktivitas pemrograman komputer,mikro,mikro,52,3160550,32094948,36,1,Ya,Tidak,363813,241314,122499,67148,2024832,2927896,1103772,631099,3,78846319,4,Tidak,1,Tidak,Tidak ada,0,0.0,0.4623,Perlu tinjauan komite
092f244c-06bb-4fe5-bc59-6d8e5288b0ac,5932253906384826,0077906077149,Malang,01111,Pertanian padi,mikro,mikro,27,298321014,10646630,36,0,Tidak,Tidak,73174737,44879599,28295138,5947891,201069,470335,254325139,228510987,5,240138831,3,Ya,0,Tidak,Tidak ada,0,0.0,1.5444,Ditolak otomatis
992cf552-7207-4c9b-91ee-dbcba1e43f4c,9115137182966345,6567700014925,Makassar,47211,Perdagangan eceran makanan,kecil,kecil,58,1774239028,154840064,60,0,Tidak,Tidak,274965764,126909342,148056422,41359651,4787393,17744584,746271880,608534851,3,175261612,4,Tidak,0,Ya,BPKB,295735573,1.91,0.566,Perlu tinjauan komite
ebaa687d-d36a-47a4-85e0-161ad2bf7d3b,9817043409394943,7283973135542,Tangerang,56101,Restoran dan rumah makan,kecil,kecil,33,1828675391,76191500,60,1,Tidak,Tidak,660481872,337210861,323271011,103808539,1100808,4839987,1420676753,845346806,4,221695911,1,Tidak,0,Tidak,Tidak ada,0,0.0,1.2112,Ditolak otomatis
6ce168c5-0547-4f39-8a38-65c2a19c016a,1436741763226024,5290629660174,Denpasar,47711,Perdagangan eceran pakaian,mikro,super_mikro,4,87028911,40087619,24,5,Tidak,Tidak,25161830,9682664,15479166,3364318,1877426,2796334,64831118,48129447,2,83310978,1,Tidak,0,Tidak,Tidak ada,0,0.0,0.9342,Perlu perbaikan profil
79c68d5f-3f0c-49e8-bace-3ce8d8b00823,2900555981491367,4988100308156,Denpasar,96011,Laundri dan binatu,mikro,mikro,47,239449569,23580232,24,5,Ya,Tidak,71737855,37512855,34225000,19675191,2188015,3799691,208128628,115582709,2,126276517,4,Tidak,1,Ya,SHM,49878983,2.12,0.4715,Perlu tinjauan komite
d20a27fa-1aa8-4180-a68f-0a1877767578,7808596839099769,3575222988231,Bekasi,96011,Laundri dan binatu,mikro,mikro,17,252170736,27130501,24,3,Tidak,Tidak,23638426,8995253,14643173,4411271,1320916,687575,83270652,73602458,3,37760390,1,Tidak,0,Tidak,Tidak ada,0,0.0,0.8986,Perlu perbaikan profil
99c5101a-5fcf-4093-a33b-724449346616,7732563710160312,9935155988076,Denpasar,47211,Perdagangan eceran makanan,menengah,khusus,56,8245631902,4208657598,60,4,Ya,Ya,3642641181,1312681765,2329959416,1364676211,341781471,1220348153,9267072253,8661963880,1,31265040,3,Tidak,3,Ya,SHGB,7555395907,1.8,0.2155,Disetujui langsung
a397651a-b601-4847-8822-8f2bc04f0e9c,7399067218843070,5826303177312,Jakarta,62011,Aktivitas pemrograman komputer,menengah,khusus,90,5087770943,3733408959,36,3,Tidak,Ya,2353038570,998548076,1354490494,355145530,339975382,543779726,6634405552,4000215493,2,0,0,Tidak,0,Ya,BPKB,4694712021,1.26,0.3203,Disetujui dengan syarat tambahan
913a0cd0-7c64-42a7-ab3a-1ea6d588d760,7135930890831125,4035300837614,Tangerang,96011,Laundri dan binatu,mikro,mikro,72,110199004,34066287,24,5,Ya,Tidak,38926647,18249800,20676847,7181889,3882964,4607419,117378457,104195549,2,140316584,3,Tidak,1,Tidak,Tidak ada,0,0.0,0.3838,Perlu tinjauan komite
23bdc782-1170-436f-a079-d40aa44eff77,8139791441741336,1509934188496,Palembang,56101,Restoran dan rumah makan,mikro,super_mikro,34,290529643,8973101,12,1,Tidak,Tidak,81908088,30892183,51015905,16439003,497378,118788,269448590,180090347,4,162391681,3,Tidak,0,Tidak,Tidak ada,0,0.0,1.5786,Ditolak otomatis
a98e1cc5-09ce-4448-b1e1-487fd4f9d537,2582386594419788,5582948207761,Malang,10311,Industri pengolahan ikan,mikro,mikro,111,264229256,32889229,24,0,Tidak,Tidak,143710116,72226993,71483123,34751959,3793834,7054154,305682072,169821688,2,31304123,3,Tidak,2,Ya,SHM,49152973,1.49,0.3793,Disetujui dengan syarat tambahan
d38d2a2e-ac44-463d-8551-b0768713d766,9272442317135698,8878264996285,Jakarta,47711,Perdagangan eceran pakaian,mikro,mikro,88,237531579,25239062,12,0,Tidak,Tidak,95296715,35623858,59672857,22638874,5867130,3777534,329731492,210367656,1,14293611,3,Tidak,2,Ya,BPKB,30682683,1.22,0.3764,Disetujui dengan syarat tambahan
095882f4-b93f-4af8-933f-e8d43626c931,4079488432184608,2131743200138,Surabaya,47211,Perdagangan eceran makanan,mikro,mikro,31,183552253,20898942,36,1,Tidak,Tidak,9341783,5194406,4147377,1334145,1609679,2541984,23550352,16971979,2,60476379,4,Tidak,0,Tidak,Tidak ada,0,0.0,0.3787,Perlu tinjauan komite
99119438-301a-4e11-abd3-086d611b6003,8046102827371742,0873556990881,Medan,01111,Pertanian padi,mikro,mikro,56,60733648,19207156,12,1,Ya,Tidak,30924546,20877524,10047022,3903262,3682120,2685670,118086583,108464691,2,55571496,3,Tidak,1,Ya,SHM,21751052,1.13,0.4564,Perlu tinjauan komite
f71bf919-2321-4f52-99b9-a7abae9d3f85,9883598493215170,3138903814035,Denpasar,49431,Angkutan barang,mikro,mikro,83,125407112,25004352,36,2,Tidak,Ya,27438018,9844620,17593398,5304162,1948424,4368632,88145741,83230221,2,0,0,Tidak,2,Ya,SHM,44678479,1.79,0.3743,Disetujui dengan syarat tambahan
2bd6a944-ec12-4c21-b55a-c75a84989941,4352809590568853,7312263411458,Bekasi,47711,Perdagangan eceran pakaian,mikro,mikro,36,298256186,25737844,36,2,Tidak,Tidak,68970342,34654695,34315647,13879559,1425164,4191001,152693475,111621343,2,134830019,1,Tidak,1,Tidak,Tidak ada,0,0.0,0.5267,Perlu tinjauan komite
930820c0-7172-4d5e-9275-7b77a09cdeb7,2350668046747514,0852204937039,Bogor,14111,Industri pakaian jadi,mikro,super_mikro,120,195079548,29697782,24,0,Ya,Tidak,85941915,27912503,58029412,33024440,3810236,3963451,331957656,233014231,1,12860801,4,Tidak,0,Ya,SHM,61997143,2.09,0.341,Disetujui dengan syarat tambahan
d67557cd-a9b4-4af0-9c4a-b02dccb1cc1a,8138884758689019,0869141383889,Bogor,96011,Laundri dan binatu,mikro,mikro,40,291261218,2659492,36,3,Ya,Tidak,58014846,20739615,37275231,8343570,206936,469146,149337873,86742771,3,195449664,1,Tidak,1,Tidak,Tidak ada,0,0.0,0.3748,Perlu tinjauan komite
cc0e0939-b663-479e-84d9-ef242e343b6e,9276292688892766,2012057886560,Tangerang,01111,Pertanian padi,mikro,super_mikro,14,243435801,7842553,36,3,Tidak,Tidak,16808221,7814757,8993464,2544371,421616,299355,53417506,30279110,3,30498673,2,Tidak,0,Tidak,Tidak ada,0,0.0,0.5425,Perlu perbaikan profil
4c353cdf-77ef-4279-8b87-c6ffc924ce88,3859040242520834,9869654097522,Palembang,96011,Laundri dan binatu,mikro,super_mikro,4,188939147,27002692,24,0,Tidak,Tidak,67933310,47289256,20644054,8870451,1679947,1269356,262130945,187404021,2,38367541,2,Tidak,0,Tidak,Tidak ada,0,0.0,0.7032,Perlu perbaikan profil
2c62956e-44cf-45cb-bf6e-18988574a5f6,1519876839809142,8952171662147,Tangerang,01111,Pertanian padi,kecil,kecil,70,1097935616,317086668,48,0,Tidak,Ya,203878841,102834015,101044826,36983476,19626122,70487275,509346165,345270795,1,0,0,Tidak,1,Ya,BPKB,458767540,1.45,0.3534,Disetujui dengan syarat tambahan
2cc070fa-bd38-41f8-a043-ae37e37b43fb,5492640096316585,5453815094549,Medan,47711,Perdagangan eceran pakaian,kecil,kecil,112,1002706130,180795625,48,5,Tidak,Tidak,594435126,184273262,410161864,152314154,11531734,26606762,1323055150,830054140,2,79815145,1,Tidak,1,Ya,BPKB,350020432,1.94,0.343,Disetujui dengan syarat tambahan
cb76bd92-9ec9-4fde-b7da-24a405cdf1cf,3767112378530465,4094938850068,Denpasar,10311,Industri pengolahan ikan,kecil,kecil,35,595369816,256252125,24,3,Tidak,Tidak,51388488,35825688,15562800,7935089,22892152,15768808,185756535,135687332,3,184099190,3,Tidak,1,Ya,SHGB,549242903,2.14,0.4897,Perlu tinjauan komite
d78c425a-2b2c-4786-8b75-7b279a143a89,7671322350455769,6260268976344,Semarang,10311,Industri pengolahan ikan,mikro,super_mikro,56,205859387,45672412,36,5,Ya,Tidak,59505799,40166552,19339247,10926364,2984636,4228305,179073088,105644800,3,16932540,3,Tidak,1,Ya,SHGB,81529750,1.79,0.4463,Perlu tinjauan komite
8a67d298-abe1-4eb0-aeec-e56fbd071d5b,0408637790956392,5109921234875,Jakarta,62011,Aktivitas pemrograman komputer,mikro,mikro,13,123997119,23008917,36,0,Tidak,Tidak,18291906,10526971,7764935,3352313,921491,959233,46249880,42170581,3,126704893,1,Tidak,0,Tidak,Tidak ada,0,0.0,0.7283,Perlu perbaikan profil
0026b63d-fa92-4fb6-9c47-abb9a2c4df74,6678620631359520,3799496402027,Yogyakarta,49431,Angkutan barang,mikro,mikro,21,47789911,41078224,12,5,Tidak,Tidak,15378738,4701476,10677262,6366868,2339527,924415,35237969,21717690,4,212092258,3,Ya,0,Tidak,Tidak ada,0,0.0,1.5364,Ditolak otomatis
9bca4101-f670-40d7-89d4-ab4c73ed1ed1,1505497521264513,9841791556601,Yogyakarta,10311,Industri pengolahan ikan,kecil,kecil,39,1656710514,380089205,24,2,Tidak,Tidak,253299920,162448354,90851566,39934373,28522702,38649583,565695542,528609397,3,62910810,3,Tidak,1,Ya,BPKB,770610954,2.03,0.583,Perlu tinjauan komite
aec917ef-c7ed-46ac-8884-2f805c09c77e,3534762213301958,4885058326057,Batam,56101,Restoran dan rumah makan,mikro,super_mikro,19,285554924,8460945,36,0,Tidak,Tidak,31414009,13002816,18411193,10821196,140418,424229,114075962,74209294,4,489713763,4,Ya,0,Tidak,Tidak ada,0,0.0,1.7574,Ditolak otomatis
2ec32595-631c-4c51-a239-6aeb79c14756,2238674669157889,8631770051448,Depok,96011,Laundri dan binatu,kecil,kecil,48,454888867,70413754,36,3,Ya,Ya,137305961,55780699,81525262,18772488,11304354,30764071,382334950,316970175,1,0,0,Tidak,0,Ya,SHM,129438583,1.84,0.1817,Disetujui langsung
95acc93e-b768-47ec-b6c4-c99bfe6ea2a6,8260554332722854,1145059994749,Bekasi,47211,Perdagangan eceran makanan,mikro,super_mikro,13,204965905,16164806,24,5,Tidak,Tidak,82339603,51357575,30982028,11553238,797566,1235852,192710575,131481422,4,24333072,3,Ya,0,Tidak,Tidak ada,0,0.0,0.8867,Ditolak otomatis
a7aed563-9691-4b96-85d7-ea6d4c7e4084,2408294021324560,2538114553176,Bogor,49431,Angkutan barang,mikro,mikro,77,55987681,10339883,12,1,Tidak,Tidak,5619674,3734315,1885359,531304,3012987,982247,13924743,10621597,1,0,0,Tidak,2,Tidak,Tidak ada,0,0.0,0.3003,Disetujui dengan syarat tambahan
c2b3b64b-32a8-4073-a8ef-9ebb7c3e7b29,3011039529033000,2791234926212,Jakarta,43211,Instalasi listrik,mikro,mikro,19,285250234,17307366,36,4,Tidak,Tidak,144206126,81098382,63107744,29157731,562349,1207821,333266596,238123938,5,245502350,4,Tidak,0,Tidak,Tidak ada,0,0.0,0.8977,Ditolak otomatis
e2655b8d-559e-4cd5-888d-8de4f2226586,5133395177629805,8991225756929,Denpasar,01111,Pertanian padi,kecil,kecil,12,2047265685,383292712,36,2,Tidak,Tidak,1122196937,755280548,366916389,164524475,6192991,25573709,3633203706,3341994716,4,345289705,3,Ya,0,Ya,BPKB,728243225,1.9,1.8052,Ditolak otomatis
479075d5-af6a-45b4-ab5d-4983f2ca5495,1170778019303481,7891948056725,Jakarta,10311,Industri pengolahan ikan,mikro,super_mikro,22,225982252,3764640,36,2,Tidak,Tidak,68761689,32895692,35865997,20129126,137578,264663,260286049,152186344,3,8584585,3,Tidak,0,Tidak,Tidak ada,0,0.0,0.7981,Perlu perbaikan profil
7a056b0c-3e85-48ef-83b1-96fa0301d7a9,2073782414896681,7228439953137,Depok,01111,Pertanian padi,mikro,mikro,24,195094608,31904728,36,1,Tidak,Tidak,84606974,26207982,58398992,19368886,1531110,1063109,224953051,150121529,3,85162115,2,Tidak,0,Tidak,Tidak ada,0,0.0,0.6078,Perlu perbaikan profil
8e982029-2402-4cc4-854e-79a993feb3bd,6273233027580359,1420632278313,Makassar,14111,Industri pakaian jadi,kecil,kecil,39,346218927,290106196,48,1,Ya,Ya,145568114,57717133,87850981,32930559,15400548,44063625,513090170,369877749,1,88830382,4,Tidak,2,Ya,BPKB,517016725,1.78,0.4121,Disetujui dengan syarat tambahan
407cf21e-8d3b-4449-ab38-4c625dffedb4,2395217462339504,5136989700056,Batam,47711,Perdagangan eceran pakaian,mikro,super_mikro,71,171674492,18488804,24,3,Ya,Tidak,66728291,29705949,37022342,17909266,1836247,3558466,180836247,173033629,2,31415458,4,Tidak,1,Ya,SHM,24636970,1.33,0.4405,Perlu tinjauan komite
cf0b9ad6-726d-4e85-8e02-5adf7ee1c5b0,5366417021215104,5647698226047,Tangerang,43211,Instalasi listrik,mikro,super_mikro,17,37517287,13969819,12,2,Tidak,Tidak,17852395,11787745,6064650,2838552,915153,340132,62363934,57217395,5,187269932,3,Tidak,0,Tidak,Tidak ada,0,0.0,1.3357,Ditolak otomatis
92f6c12d-0629-4917-929f-59600f6b4e6c,4675244444418143,8207034128001,Batam,10311,Industri pengolahan ikan,mikro,super_mikro,3,286942626,31478590,12,1,Tidak,Tidak,149712810,99806451,49906359,14964046,3335454,2817191,344051629,282164386,3,146190012,1,Tidak,0,Tidak,Tidak ada,0,0.0,0.8258,Perlu perbaikan profil
c619e88b-51e9-48c8-becb-b72a6f8a8dfb,9891221324181272,2807572714835,Tangerang,62011,Aktivitas pemrograman komputer,mikro,super_mikro,20,280193812,23845291,36,5,Tidak,Tidak,82789693,46297854,36491839,10753117,1062812,2307874,229532991,183533566,3,107459020,3,Tidak,0,Tidak,Tidak ada,0,0.0,0.6544,Perlu perbaikan profil
e7162ccc-0998-4a1d-a9dd-dabfc8ca5915,1386939867346254,1118491711575,Batam,62011,Aktivitas pemrograman komputer,mikro,mikro,32,103195519,47636448,24,5,Tidak,Tidak,50124185,24881998,25242187,10952070,1048302,3790133,156185833,138077199,4,407811825,2,Ya,0,Tidak,Tidak ada,0,0.0,1.9881,Ditolak otomatis
8ebf63a0-7d80-4996-9c37-bab2bde1c82b,4241128005596638,1971933055644,Jakarta,01111,Pertanian padi,kecil,kecil,120,773278822,187566070,24,2,Ya,Ya,303004192,176144916,126859276,32886061,29878782,21385676,652271030,403844709,1,0,0,Tidak,1,Ya,SHGB,235361394,1.25,0.2746,Disetujui dengan syarat tambahan
10227c5f-f4f9-448d-a0cb-6e4477c1d29a,9012015143665263,0319825885755,Tangerang,96011,Laundri dan binatu,kecil,kecil,181,1220721209,328570101,36,1,Ya,Ya,625523897,282808358,342715539,125111662,54344121,85471632,2018414604,1609016140,1,9119327,1,Tidak,3,Ya,SHM,701642316,2.14,0.1763,Disetujui langsung
ef982154-d987-4070-bef5-17fca0fd53f7,9207968508775420,7147020822125,Denpasar,49431,Angkutan barang,mikro,mikro,13,234401585,49712449,36,5,Tidak,Tidak,20907855,9871966,11035889,4256418,2388607,2651328,63545481,37842929,3,113528219,2,Tidak,0,Tidak,Tidak ada,0,0.0,0.607,Perlu perbaikan profil
33f8cc01-aafa-4c57-87b4-0a6af008e9fc,5542629407121348,4684857133316,Palembang,56101,Restoran dan rumah makan,kecil,kecil,9,1634172006,428418273,36,1,Tidak,Tidak,259812648,168371268,91441380,37751861,17878298,47101664,546615866,450482514,2,99200502,2,Tidak,0,Ya,SHM,846626344,1.98,0.6989,Perlu perbaikan profil
d3ca5442-d83b-4cff-95b4-a900def0785b,2267516277657963,2383028883524,Bandung,47211,Perdagangan eceran makanan,mikro,super_mikro,11,102632899,22757536,24,2,Tidak,Tidak,55088427,18432138,36656289,13245238,1354445,1249304,165178434,129577132,3,83870504,1,Tidak,0,Tidak,Tidak ada,0,0.0,0.7351,Perlu perbaikan profil
08777f2d-b677-44aa-985a-2a8e2784c8ad,5974115274530392,5922510355267,Makassar,49431,Angkutan barang,mikro,mikro,3,226420207,47627107,36,3,Tidak,Tidak,38186873,19252742,18934131,4353247,2169350,1748400,125522278,117422989,3,67942624,1,Tidak,0,Tidak,Tidak ada,0,0.0,0.6403,Perlu perbaikan profil
bd83e73c-ea98-4951-b321-aa77ccde4fa4,7610019049582074,8917914285545,Yogyakarta,47211,Perdagangan eceran makanan,mikro,super_mikro,81,119303886,31829951,12,2,Ya,Ya,26735142,10922009,15813133,3589382,9094980,7883452,59590797,33388537,1,0,0,Tidak,3,Ya,SHM,55131735,1.73,0.3062,Disetujui langsung
bbed53c9-4399-46cf-89d3-694fce46d6c7,7665271058079143,2136361958323,Surabaya,10311,Industri pengolahan ikan,mikro,mikro,11,222926410,32971629,36,3,Tidak,Tidak,128798088,88475927,40322161,14556798,1055011,1515440,458976815,424003692,4,250322217,1,Ya,0,Tidak,Tidak ada,0,0.0,0.9115,Ditolak otomatis
865658ff-4f4c-464a-81d4-843af07391e6,3205075388614242,5388816990814,Batam,47211,Perdagangan eceran makanan,mikro,super_mikro,23,66883639,13492325,36,4,Tidak,Tidak,33037462,18259922,14777540,4413176,568622,441455,92850157,84345688,3,73903593,2,Tidak,0,Tidak,Tidak ada,0,0.0,0.6921,Perlu perbaikan profil
8d05d591-0228-4043-b379-d9fefc9eb8a5,4986820490366929,0082239333258,Batam,47211,Perdagangan eceran makanan,kecil,kecil,29,2200183567,189499139,24,4,Tidak,Tidak,1082304900,733209204,349095696,189478277,5225792,5709076,3521325796,3040810256,4,280564693,2,Ya,0,Ya,SHM,354543257,1.87,1.5865,Ditolak otomatis
1407368d-704b-4bc6-8bdd-d95cf78ee27b,3279498907477403,4162930971359,Makassar,47211,Perdagangan eceran makanan,kecil,kecil,50,1019098290,266926317,48,2,Tidak,Tidak,460965250,289784076,171181174,102059057,9784812,31044552,1640133084,1315408517,2,19208197,4,Tidak,1,Ya,SHM,333725314,1.25,0.5967,Perlu tinjauan komite
ec1e7a4d-5558-4079-9016-4fbe5c40c5ce,3869377742298410,2014162360080,Palembang,43211,Instalasi listrik,mikro,mikro,15,217499685,48796459,36,2,Tidak,Tidak,107592136,67371274,40220862,9100719,1634663,1971178,317377195,227023576,3,74193199,3,Tidak,0,Tidak,Tidak ada,0,0.0,0.8707,Perlu perbaikan profil
1aad8bd8-4396-4cdc-b019-b66cce332ef4,0799457555504665,2496819256471,Batam,43211,Instalasi listrik,kecil,kecil,32,2270114766,241583658,24,5,Tidak,Tidak,523580867,360038182,163542685,55642047,17899363,36395327,1958187159,1546180021,2,117306067,1,Tidak,1,Ya,SHGB,457259881,1.89,0.5905,Perlu tinjauan komite
d3ec78cd-09c5-41d3-b040-8296c5490353,4669063654412254,6641285061123,Jakarta,14111,Industri pakaian jadi,mikro,super_mikro,16,296448757,15195431,24,4,Tidak,Tidak,161582167,54037671,107544496,58714441,781874,1711377,614487492,561611579,2,66919064,2,Tidak,0,Tidak,Tidak ada,0,0.0,0.8503,Perlu perbaikan profil
61d12664-ae39-4391-a894-10166416e6e1,9924143542762024,3791729283187,Medan,96011,Laundri dan binatu,kecil,kecil,8,465997924,231148192,36,2,Tidak,Tidak,56565598,24722305,31843293,9014159,11564669,17325626,204272809,116014822,3,137353923,3,Tidak,0,Ya,SHGB,415359342,1.8,0.583,Perlu perbaikan profil
7d1afd9b-05b1-4d33-ba66-84447473af0f,7654371522761832,9394099747470,Palembang,96011,Laundri dan binatu,kecil,kecil,13,481988324,201743654,24,0,Tidak,Tidak,284915931,92672687,192243244,110016499,3989171,11593864,863018631,821936619,5,44746619,2,Tidak,0,Ya,BPKB,389037900,1.93,2.2126,Ditolak otomatis
55e138d1-01b0-444a-8e2a-c5d47501ae31,4044206974536740,1691555691380,Bogor,43211,Instalasi listrik,mikro,mikro,13,192684910,8145873,36,0,Tidak,Tidak,92520883,57846160,34674723,16165851,307998,154068,229391830,139502166,2,16787244,1,Tidak,0,Tidak,Tidak ada,0,0.0,0.7714,Perlu perbaikan profil
59be94be-0ecf-430b-a324-4df44af10781,4823397522606409,5183390631202,Bekasi,10311,Industri pengolahan ikan,kecil,kecil,198,1565600065,202761033,36,1,Ya,Ya,310960017,106408673,204551344,82916130,35059955,67914897,1127009515,771894495,1,36794318,1,Tidak,2,Ya,SHM,265703127,1.31,0.1687,Disetujui langsung
98aadc79-9c12-4aac-9f14-6e0b95ee08bd,0897949227394734,4514870625720,Medan,47711,Perdagangan eceran pakaian,mikro,mikro,95,39735816,23780805,36,1,Ya,Ya,8431669,3640575,4791094,2319473,2375673,6813257,28517803,20689415,1,24655618,3,Tidak,0,Tidak,Tidak ada,0,0.0,0.292,Disetujui dengan syarat tambahan
e44c9389-a2be-498c-ac56-286b85d70d10,9493886192727887,5328691905601,Malang,56101,Restoran dan rumah makan,mikro,mikro,102,282378445,39271668,36,4,Tidak,Tidak,68392101,35463229,32928872,14117145,2865004,6013740,177153130,148266958,2,96485891,4,Tidak,0,Tidak,Tidak ada,0,0.0,0.3998,Disetujui dengan syarat tambahan
42d29a2e-2184-4188-9f56-1e9ad3376b55,2808867095435275,8646309576246,Tangerang,14111,Industri pakaian jadi,kecil,kecil,86,1242103364,119926063,24,0,Tidak,Ya,736136074,488950389,247185685,136105767,15148102,18732514,1780384766,1458971521,1,35826418,4,Tidak,1,Ya,SHM,184883038,1.54,0.3464,Disetujui dengan syarat tambahan
79a3060f-07b0-43ae-8e88-46f2625282ad,0434942672944155,3383388858056,Batam,56101,Restoran dan rumah makan,mikro,mikro,24,269058584,37360933,36,5,Tidak,Ya,136070666,56750708,79319958,18474282,2646347,6612308,409072904,361023094,1,79982546,3,Tidak,2,Ya,BPKB,75141915,2.01,0.4118,Disetujui dengan syarat tambahan
